group_index,group_type,alice_label,bob_label,batch_size,n_qubits,status,latency_s,session_id,n_delivered,n_sifted,qber,key_final,error_message,progress_pct,phase_label,loss_rate,interceptor_label,retry_enabled,qkdl_url,intercepted,run_type,group_wall_time_s,timestamp
25,same_index,alice-2,bob-2,20,1024,done,153.98,e1b2b8eb-2e39-4039-945c-c5547f53c7cd,1024,528,0.0,000010110011010000101101001001001111000100011001100001010000000011000000100011001010100101011010010010000001111110000000110101100110100011110001100011010100000111001000111111101011100101100011111010110110111110010000011010010110110001011101011110101001010011100011110100100011100110100111110000001111011100100010010100011001010111011110100111100111000000100100001001000110001101000111100101100011001111100001110011101011000,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,282.061,2026-05-22T20:12:41.882639
25,same_index,alice-3,bob-3,20,1024,done,280.552,62ec7f36-a81b-419b-b828-f4d7b3537325,1024,482,0.0,11100110010001000110001001110100011101111101101110001111100000110100010011000100001011100110100101001000011111100001111010101011110011101000010111000011110000011110011111100010000010010101001000011001110110111001010011000110111001110100101011010010101110110011001111000000010010011101110000100100110001110110100001001001110000101101100110100100101101011011101100100010001101001011001011,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,282.061,2026-05-22T20:12:41.882663
26,cross_1,alice-2,bob-3,20,1024,done,129.749,88a41866-1ac1-4275-b736-2461b4a3081f,1024,519,0.0,10111100011000101111110001011111010100010001001001110000001100010101100111100001000100111000000011001000111010110010110001010110100001010101110101100000010101101111001000111011011011001010111000000011000100001100011010001101101100001010011010110111101110101011000111101101110000101010101001100110000101001111001000010110110101101100011010001101101101111010001110111000010001100100100101111001000111001100111101001111,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,265.684,2026-05-22T20:17:11.568969
26,cross_1,alice-3,bob-1,20,1024,done,133.361,e23cd993-b580-412b-b5e7-0e032c3864e4,1024,514,0.0,0111100000110001101011010000111110010011000111100001000001001000000101100100100001111010101010101110001111101001000110001101001101010011110110001001010010101100010111101100000001111100111101010110011001110011001011000110100001011001010101000011010011010000101010001010111000010110011010111110000001100011111011001111000001111000101110101011001000010101101010010000010101000101001100011100111010010001101101000100,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,265.684,2026-05-22T20:17:11.569028
26,cross_1,alice-1,bob-2,20,1024,done,264.334,faa373fa-76d3-4520-9e0d-c67bdb169fe8,1024,488,0.0,1001011000101001100011000101111000000011110000000010010100101101001111111101100100111001000000011100110110100011101001000011111100011000011111101001001010010110001010110000001111101001100010000101101101111111011000110101011101101011110100010101000101010001001000010101010001110100001100011011110011001111111100111010000110000011100101110101000101001000000000111000110000011101010110111111010,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,265.684,2026-05-22T20:17:11.569046
27,cross_2,alice-1,bob-3,20,1024,done,129.802,f616b7c5-09d6-4d7a-bc2f-5a28863162c4,1024,484,0.0,1100001000110100100110101111010000011011100110101100011111001101001101001010010111101100000101101101111000110001111000110111101111101010010010000101111110010011000101111101101000001000101000111101011111110000100000101011110111110001000000110011010000111110101110000110011100100010000001100010111110000010001000001011100011001011010110110111110001111000110001101010010100011111111011110110,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,296.499,2026-05-22T20:22:12.070173
27,cross_2,alice-2,bob-1,20,1024,done,166.061,0282c8b2-a3ab-471e-ac7d-ebd3f82bdcfa,1024,507,0.0,0001010100111000001010100000011011001010001101011000100010001110100011100001010101111100010001000011101001010011000100010000001011001010110111111001000111000010010010011000100001110100111010010011000101001100100001001010100000100011001001010110000001010010000100101101100100110101010101011101110000110110111111011001101010010111100100111000001110101111111101010101011011010010000010111100111100011100100101,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,296.499,2026-05-22T20:22:12.070227
27,cross_2,alice-3,bob-2,20,1024,done,294.963,a0af1881-2b66-4a54-947c-c5b4ba4e76c0,1024,513,0.0,111011110010000000000001110011000001011101000110110011011110111110011011010101100110010101100111110111101000111010101011110011000001110111100011110110110101101110100011001010010101111110111110000010101011100101000110010111101100101001001110100010110011011010110001000000000101000111100111010001100110010010101111001000001111100110001100110011111101100011101000010110101101010000001101101001100001111011111011000,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,296.499,2026-05-22T20:22:12.070276
28,same_index,alice-3,bob-3,10,2048,done,265.266,93277a26-5045-44b0-8a4e-e427e7ed352c,2048,989,0.0,111011000010001100001000111100111110101111100111111001110001111110110110111010100000100111101101100101100000100001110111110010000110000001011010000000000111011000110100110000010001100100110111101011111000111001111000000110011010000001110001001001101011000001010100111001011010111100100111000111111100101011100110110001011100110100101000101001000011001011101110001100100101110111110110011000100000000100011000000001000111001000001111101001011101100010100110000000111110010001011111010110011010010010110110110111100001010011100011000001000011101110101011100001000101000110010100010110100111010111110101000001001010111101011101100010000110101101001000100001000001001000101111001001101101000111101111111001000110110000010101001000011110010010101101100101100010100010011011000000000101001111001110,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,700.761,2026-05-22T20:33:56.833315
28,same_index,alice-1,bob-1,10,2048,done,434.757,4a9d6123-e102-4427-9759-a0343d357a59,2048,1020,0.0,011111100001001011000110010110011011101100111111010100100001000001110110011110000101100100010000001100101101010101110101011101100001101001000110110111100111001110000111110011101010010001001011000011110010011000000010001001100100000000010100000011001100110001110101110101110011101010000000001010100100101011011100100100011011011000110110001011101100010001110000011011110100011110001110110100100110101000111100010011110101001010101100001001100101100001010000000101100010001111001101001000001010111010111100000111100011111110001100011000011101001001111101001011100010000010111111100011101110101000101011001101101010011101001111111001101011011101110101111100110101111001101001001011110000110110101010110011001110001100011001011111110110011110001001010100001011100000010100011111000101001001001100101111101000101110010110,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,700.761,2026-05-22T20:33:56.833389
28,same_index,alice-2,bob-2,10,2048,done,698.787,fd23b633-02c9-4019-95b4-e87fb10764f6,2048,1035,0.0,001010000111010000110100011100010011010110001010001100101101001100100100010011010001101100100001110011111111111111010010010011010011001001010100000011101111000111101001001110010110011010110000001000001010101101110010011110111101100001011011010111100101001010101000101001111100001111101100000000100100110101100110000010000010010000011000010010100101010100001111010000101010101011010101100011100000010101000010111001011011101011011011010011011011101111000100100100100100101010011100000101110010100011000011110010001110011100001110100010100100001100101101100100101000010011110110011001001011110000001110100011111111001110110000101111001001111011000011001001111100001000111001101101110110111000110001011111101000010101000100110011000100010100101111001000111000101010001001101001011111010100000010010100011010110110000101010100110111,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,700.761,2026-05-22T20:33:56.833416
29,cross_1,alice-2,bob-3,10,2048,done,256.467,28f340c0-0ce5-4f38-8c1b-0af677b740cc,2048,1036,0.0,1101000111000001000001011100010111001111111011010110001000100111111000110001101110011101100100111001000011001110100000011001000000110101001110100111000110001011010101001101110010111011010110101000111000110011111001000111110101110001110011000010001000111001101000000111001111111011101000101000100000101110100011010110110000101000101010101001111011100100111000110101011110000011110110111001100010001110010011010110100011111000101010011110011100111110000100010100010100101110011011100100100011011101001101001011001000111011000110011011100101101000000110001101010100110011000111101110010100011011111100100101101110000110110010011110101111111101000100010101101111001101101101011100000001101011111100010101001110100101010001100110110101101100011010001010001100101011100001100101111000101001010101100010100011111100101001111101110100001,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,493.132,2026-05-22T20:42:13.968786
29,cross_1,alice-1,bob-2,10,2048,done,277.76,99da4520-6592-4bd6-8590-bb7760f7e292,2048,1033,0.0,11010101000010101100011110011011011100010001000111011101001000001110011100010011010010001010101101111101110000001010101010010100111110000111000001000110100001001010010101010011101010111111110011011111110101001111010001110011010111100100010011110011011100001010111010100001110000001111010000000111010101000010101110110111110010100001101101111110001101100001101111010110010011011000011110110101011100001010011111101000101110010100101011100010001001111011111101100001111101101001010000101100111001111001101010001000010100011110110010000001011111101100001000100100011111011000110101110101101000001000100010101101000111110011110110101110010110010001001101100100110011011100100110111110110011001100000111111001011011110100001011011010101010000110111001001100110011011010110011001011011110111111000100101011101010100000000101010011000,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,493.132,2026-05-22T20:42:13.968844
29,cross_1,alice-3,bob-1,10,2048,done,492.603,9a7cdacf-ba2f-4599-b6dc-68f6e3f5ad34,2048,992,0.0,01011010111000000110100100100110000101001000110111111100101010001100101110010010110100000111001100000000010010111000000110111011110101101101011100010111111111101100001100101111001011011010011011010111100011001011011011110101001111011011011101010101001110101101101101100011101011110101101011110010110010011111000000100011101110001000100010110100010011001001101000011110001011010110011110010000110101000011000101000110101010010001111010000011011100001000101100100111011111000011010000000001111111011011000111010100000010010110001111000101010110101011011001111111111000000110000001101000111011111101111000110101011011100101000001110010010100111111010110101011001101011000001111100110101100000101000000011111010010110111010001000001010010100110011100101011010110111000101000010111010110111010100010,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,493.132,2026-05-22T20:42:13.968870
30,cross_2,alice-2,bob-1,10,2048,done,268.999,eefd522a-e9c9-4cbb-8418-973c80b78698,2048,1042,0.0,011110001011010110001000111000010111100111010010000010010100100101011111101111101101010100001001111110110110101100010111101110011100000010000000011011101010100000101000100111101001000010010010111001010111011101101000100110011101110100000011100011011101000110100110110001011010101101010000000000000000100001010011010001000110111101110011110001000111000010000001110101101011100101000100000001110010011100100001001011101111011111101100011001110010100000100000000111111000010111111000101001100001001011010010000000010011010000010101100001111000101111101110111010011111100011011100101111100110110001100111100000110101101100100110011011000101100010101000001101010100101110011001001100101010101011010110100011111010011011011001001001001010100000110100010111011110101111000010000001010001000001010010100000110101110001000101000011011010111010,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,435.724,2026-05-22T20:49:33.694421
30,cross_2,alice-1,bob-3,10,2048,done,278.939,9bbed712-9435-46ff-b390-a9d849c0c863,2048,981,0.0,01001111011100101011111001000100111111011100100001101011100110010101001010000011000010001010111000111010000101011011011110110011011110101011110010100111001010000000101010100010111001100101001001001010100000011100011101101111111111110000000000101101110001110001111100001100101001111001100000101110000111110100101110101001001111110001110010100001110110001111110001011111001001101011100100111001111010110110001111101110100001110001101011010010101101000011110110001110111100101110111001000101001010011000011111010001011000000011000011010000111111001000101100001101000100111000010001100001110010000011111100011100011011110101000000111001000000110010110000100010001011111100011100101010001110111000011001001101101101100000111111100010101110001111100011010111000111001100000000101010011101110,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,435.724,2026-05-22T20:49:33.694436
30,cross_2,alice-3,bob-2,10,2048,done,433.654,85846190-7099-44a3-b9dd-9ea410dee0d7,2048,1041,0.0,01110100011111000011100100101001100011001001010011111010101110011001100101110100001100011000001100011010011101011101100111011101000100101111011110111011111111011011011100010100100101100110100011010111001101001000111111110011000110001011001010001110111100010101111011111100011010100001111011000011110101101001011001110111100101010111110011111111011111000011100011111000110010011001011100100001001001011000111000011110011000100001101111100101000110100011001001101011100100000010100000101100000110110111010101100101100110011010101111100001100101111001000110110000001001010110110001010100110111101101011101001100111101101110000010000000000111100010000000110011001000101110110010100100110011101001001000001101010000101110000001010100000100000100101000000000000011000100011011000110010100101100100101101101100001000000000111110110101101111,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,435.724,2026-05-22T20:49:33.694441
31,same_index,alice-3,bob-3,20,2048,done,244.325,af7f0aef-d212-414a-bf7b-bb9d6e6092a4,2048,1000,0.0,11010101100000011101001010001011001010101101010011100001110011010110100110001001100011001011111010001010100000101110000000010000100011111100101101011000010001001100000010001001100111110111100101001011001011011000100010101000100110010100011111110001100011000010111001110001000010101000110100010000110010010111011101101001001101111111110100100110000100110010110001001010110110111010110101111000011100010111001100001110110101011101011010001111010001010100000100100110101110000101011100100011011001101011111001110011010100100010000011110101000110111001011110101000111000110010111100101100010110001111110010001110111000110111101011101111011111111101110001010111100011010011010111100011010001101110101111001101110011111111110000111101001100001001011000010011010100001010100110101111100010011011000110111001,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,527.942,2026-05-22T20:58:25.637453
31,same_index,alice-2,bob-2,20,2048,done,284.667,af09c472-8eeb-4fbe-bf38-916566ef688c,2048,1019,0.0,000111000100101011101111011000010110101101100111000110111101100101101111101110000010000110100100001001110010001000001110111001101000001011010000100101101110111000010111010000010101101111001101101010001001110011100111011000100101111001101110011010111101010101110010010100110010011100110000001011001011000010100010101010000101000100001010110111110100110110111001110111100110111001101011010001000011001110001110001001110010100001011001110010010011010101110000111001000000110101100010100001101000000011111111001111110110111100010010110100101010101010010000011001101000111100010101001011110101101111000100100010000110111111000110101010111010011000110111110110000010000011001101000111101101110111000111110010111010000010101100010100001101000100100110001111101010110110010001110101001001110000111101110011011101000100100001,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,527.942,2026-05-22T20:58:25.637467
31,same_index,alice-1,bob-1,20,2048,done,526.361,03a51c84-faf2-4de6-9e8a-1147324c49ef,2048,1018,0.0,11100110000111111011011011001001110011000010101100010101010010111101100001100010000101000010100110001111111111100100111111110001010111011010010001011100010100000001000000101010010000111111111110110001100111010010100100001000110110111010101011110001101100011111101000011100111011010001010100000011001010000011010101000100110110111100010001100000111110000101100010110011110000111001100101010111000101011001011011011001010011100110111100010101100011101100000000111010000001001010001011011001010001110111011111011111110010001011010111100110001011111110001001100101001000101011011011001001001101101011111000001010000000101010000110101100100000101000011010001011001101000000011010010011001111011000001100101001110001101001000110001011111111011100111000100010011110011010101111111101011000001000001011000000001101011001101,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,527.942,2026-05-22T20:58:25.637471
32,cross_1,alice-3,bob-1,20,2048,done,254.708,62302ccf-5606-4874-8502-3ff2720059b6,2048,1025,0.0,1010100111001010100111001110001011111001110001010110000000001010111110001001001000110100010110100001110001010011111111100010001010101010001000011110001111011011110101000100110000010010010100011101111110001001100101001011010011110001000000101100100101011011001101010000001010110100011000001011111000001011001100110000100100100111000011101111001010001000111100000011100010001101111101001100010001110000101001010000111001010011000001011100000101101100111010010000010111011000001100101101000011100000110111100010111010000101100110100000110100001110011100111111011001110001011110100111111101101011011000110000001110101100001011101011010111100000000000000100001111100001100111111001011101110000010000011000001101100011100000111010111011111000101100011000010111010111010011110000111111101111000011011111011110100010011000111100,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,602.325,2026-05-22T21:08:31.963953
32,cross_1,alice-2,bob-3,20,2048,done,361.639,dbfcc130-0769-4004-961d-9bc5fc05fdfc,2048,1019,0.0,011000000101000110100000100011100111100110101110010011000001101010100011010011010001000010011010011101001011001011001000111001100110101011011100000011010000111101000010011100101011011001011010001111100100111111011011000110110001110000111100011100000000101101011000000111100010000001010011111101000000110010110000010110000110101111110101100110011101011111010011010001101110101001110001001011100000001101000001101111101001000101001010111111010010101101000111101000010000001111100011111100100110001001100100111111001110111101011001111100000011000000111111000000100011111110110100100110111001110111010010011000111000000000001111010001111001100011000001011011010110011101000001010111001101001100011011001010001101111101000001010000111011111100111001100010001011001110110010000011011010010101011111101000110101010011100000,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,602.325,2026-05-22T21:08:31.963969
32,cross_1,alice-1,bob-2,20,2048,done,600.622,6fdd9de0-e18b-4022-839d-7b4e22e644ba,2048,1004,0.0,000110010000001111111000111011001111010110101010001100110110101111100011010011010110010010101001100001110010111111111010101001100001001110010100010000000101001100000100011011011010111100001000000100101110111110011011101110000000010111001101110010110011001111100000110100111101001101001100100011111010001011101011011010100101001010011101011001101010111100101100000101010101100011100001000100111111111010111001001011101111110110100000011001101000100111111011001101001011000001101011111100011001110001100000001011001111101110111010100101100001011111010011011111010000110011101110101001011001000010011111110010100101001110101101101001110110100111010001111000110010110101111000010001101000100101100011100101001111001010011110110000110011000000000101010100011001011001100110010101010011010100000010110011001001,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,602.325,2026-05-22T21:08:31.963974
33,cross_2,alice-3,bob-2,20,2048,done,247.829,46b4ad1b-b272-4cd3-b1a3-ad9de85b10ea,2048,1005,0.0,110001000001011010000010111110101101110101111001101101000100001110011100011001101001010111100010001101011100111100000111000110011111100101001110101101111010110001010100110010010110111011111001111111001011001110001110001110100110001011000111110101110011101011001101110000100110110000011010111110110100111111010001100100001110000111101110000011100111111011111010101100001001110100011000010011110100011010100101110111011010001101010001011010101011111011101011001001000010101000001011100110000011000100110000000101101111111100101001101100010110110000101100011000111100001110011010010111010111010010101000101101011101100010100110010111100101010101000100110000000100100100101111111100101000111110110110000101111111001001110111100000100101011101011100000000011110000111101010110000011010000111010000110000111010,,100.0,Key generated,0.0,,False,http://localhost:8023,False,concurrent,528.13,2026-05-22T21:17:24.095021
33,cross_2,alice-1,bob-3,20,2048,done,285.528,5cfa72e7-1ee9-4683-bc31-3c6f4200f151,2048,1054,0.0,1110010001100110110100001011100011011110110111011000111001101110111011110000111011010110011001000101001011011111110111000001010111100010000111001110111010011111110000000110111101011000111000100111101010101001000100001101000101111100111001001101000101101010110101111101001000100101011111110110001000100010001110111010000010011001010101001010110110101010011000001101000011011100100101100010001010101001100101110010000000111001001100110111000100011101010001010111101111011110011011110010111010111000100001110001001000011001011011100000101101011110101010100011010110101101101100110011001111010100110100001101110001001000001101110111101010001001011110101111100011001100101000010101111001100010100010100101001110000111011001101000011010111100011101100111100011010110001010010110000111100000100011110011111100111011111111010011011000101101011001011111,,100.0,Key generated,0.0,,False,http://localhost:8013,False,concurrent,528.13,2026-05-22T21:17:24.095034
33,cross_2,alice-2,bob-1,20,2048,done,526.738,0b033981-f488-4d67-9f7d-6d649dbb18b8,2048,1052,0.0,11000010011011001010100111010001010101101111110011010111000101010111001100110110000011001111101000011010101100100000111000111010011100100101101110010011001010011011000011100101011000000101111001010110100110111010011011111001110111110011000110100101111110110001001011101101100111111100101111000100000000001100111001100100010100011011101001111111101010011110000001000101000010001001101011111100101100111011000111100100100010101111011100001011010001000101110001001101101110100000010011101111001111101000101110001010010111101111001100110101111000101011111010101100001001001011001000110000101011100100011000001001010110011011100111110101111110001010000000010101101001100010001001001110100101000110011011100010001010110001100010110010000110011110101011101111011100101000110111011110000000010010100110101001000000001100011100111111101110101000011111,,100.0,Key generated,0.0,,False,http://localhost:8003,False,concurrent,528.13,2026-05-22T21:17:24.095039
